NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL,R,PLANETDISCMETH,DATE,MASS
Kepler-369 b,,0.0382537,2.732756,,90,2455187.09555,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.100812,Transit,2014,0.00450004
Kepler-257 d,,0.165827,24.664551,,90,2455022.02052,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.441609,Transit,2014,0.0812259
Kepler-342 b,,0.119932,15.170318,,90,2454965.66283,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.200732,Transit,2014,0.0169862
Kepler-119 b,,0.0352966,2.422082,,90,2454965.93928,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.321171,Transit,2014,0.0397965
WASP-64 b,1.2691,0.0265195,1.5732918,0,90,2455582.60169,221,Gillon 2013,http://adsabs.harvard.edu/abs/2013A%26A...552A..82G,Gillon 2013,http://adsabs.harvard.edu/abs/2013A%26A...552A..82G,1.271,Transit,2013,1.27137
Kepler-190 b,,0.0312733,2.019999,,90,2455003.06945,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.139174,Transit,2014,0.0116666
Kepler-56 c,,0.167568,21.4050484,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.699706,Transit,2011,0.196739
Kepler-237 b,,0.0550302,4.715106,,90,2454967.95992,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.125792,Transit,2014,0.00960182
Kepler-223 e,,0.142858,19.721734,,90,2454968.10369,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.214114,Transit,2014,0.0185304
WASP-68 b,0.956493,0.0621834,5.084298,0,90,2456064.86356,97.9,Delrez 2014,http://adsabs.harvard.edu/abs/2014A%26A...563A.143D,Delrez 2014,http://adsabs.harvard.edu/abs/2014A%26A...563A.143D,1.24,Transit,2014,0.957019
Kepler-81 d,,0.148198,20.837846,,90,2454965.07963,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.107949,Transit,2014,0.0057099
Kepler-403 c,,0.280567,54.280749,,90,2454973.7172,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.156125,Transit,2014,0.0129124
Kepler-197 d,,0.122591,15.677563,,90,2455012.46886,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.108841,Transit,2014,0.00587447
Kepler-348 b,,0.0720019,7.05677,,90,2454965.53178,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.135605,Transit,2014,0.0123086
Kepler-341 d,,0.179022,27.666313,,90,2454976.86829,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.165046,Transit,2014,0.0136211
Kepler-445 d,,0.044761,8.15275,0,,,,Muirhead 2015,http://adsabs.harvard.edu/abs/2015ApJ...801...18M,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,0.114,Transit,2010,0.00688654
Kepler-364 c,,0.29988,59.980627,,90,2455009.15025,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.19181,Transit,2014,0.0160511
Kepler-299 e,,0.222312,38.285489,,90,2454976.30747,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.16683,Transit,2014,0.0137681
CoRoT-23 b,3.07662,0.0483417,3.6313,0.16,52,,377,Rouan 2012,http://adsabs.harvard.edu/abs/2012A%26A...537A..54R,Rouan 2012,http://adsabs.harvard.edu/abs/2012A%26A...537A..54R,1.05,Transit,2012,3.0853
Kepler-387 c,,0.101652,11.837549,,90,2454975.2121,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0794005,Transit,2014,0.00192504
Kepler-54 d,,0.148945,20.995694,,90,2454985.31995,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.136497,Transit,2014,0.0125754
WASP-39 b,0.284135,0.0485835,4.055259,0,90,2455342.9688,38,Faedi 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..40F,Faedi 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..40F,1.27,Transit,2011,0.284338
Kepler-102 e,0.0296868,0.116059,16.1457,0,,,2.77,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,0.198037,Transit,2014,0.0280968
Kepler-219 b,,0.0540172,4.585512,,90,2455002.8568,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.263181,Transit,2014,0.0260126
Kepler-385 b,,0.0911035,10.043686,,90,2455186.62503,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.243554,Transit,2014,0.022635
Kepler-374 b,,0.0299991,1.897806,,90,2454965.67854,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0918904,Transit,2014,0.00324127
Kepler-296 e,,0.205969,34.142347,,90,2454954.02752,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.156125,Transit,2014,0.0129124
Kepler-255 b,,0.0625553,5.714606,,90,2454965.64035,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.138282,Transit,2014,0.011604
Kepler-197 b,,0.061711,5.599308,,90,2455004.47282,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0909983,Transit,2014,0.00313003
Kepler-183 c,,0.100501,11.637071,,90,2455011.84301,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.202516,Transit,2014,0.0171819
Kepler-232 b,,0.0527986,4.431222,,90,2455004.01551,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.274779,Transit,2014,0.0282863
Kepler-345 c,,0.0870905,9.387427,,90,2454970.38084,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.107057,Transit,2014,0.00554835
WASP-80 b,0.551763,0.0344696,3.0678504,0,,2456125.417512,110.9,Triaud 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..80T,Triaud 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..80T,0.952,Transit,2013,0.551763
Kepler-152 b,,0.135451,18.207973,,90,2455018.84202,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.248907,Transit,2014,0.0235009
Kepler-8 b,0.582607,0.0483278,3.52254,0,90,2454954.1182,68.4,Jenkins 2010,http://adsabs.harvard.edu/abs/2010ApJ...724.1108J,Jenkins 2010,http://adsabs.harvard.edu/abs/2010ApJ...724.1108J,1.419,Transit,2010,0.585742
Kepler-336 d,,0.147443,20.678772,,90,2454984.69139,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.211437,Transit,2014,0.0182069
Kepler-353 c,,0.0809409,8.410894,,90,2454966.80505,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.123115,Transit,2014,0.00893492
Kepler-154 b,,0.201514,33.040532,,90,2454994.22087,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.201624,Transit,2014,0.0170837
Kepler-237 c,,0.0789575,8.103636,,90,2455009.94805,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.185565,Transit,2014,0.015437
HAT-P-14 b,2.22166,0.0606258,4.627669,0.107,94,2454875.331,219,Torres 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..458T,Torres 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..458T,1.15,Transit,2010,2.23603
Kepler-317 c,,0.0832604,8.77501,,90,2454966.7098,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.153448,Transit,2014,0.0127076
Kepler-301 d,,0.112331,13.751243,,90,2454977.61227,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.156125,Transit,2014,0.0129124
Kepler-148 c,,0.050784,4.180043,,90,2455006.71928,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.321171,Transit,2014,0.0397965
Kepler-49 d,,0.0367817,2.576549,,90,2455005.12932,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.142742,Transit,2014,0.0119197
Kepler-169 b,,0.0429455,3.250619,,90,2454966.69209,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.100812,Transit,2014,0.00450004
WASP-66 b,2.30754,0.0546221,4.086052,0,90,2455929.09615,246,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,1.39,Transit,2012,2.31346
Kepler-303 c,,0.0720317,7.061149,,90,2454969.27187,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.101704,Transit,2014,0.00464108
Kepler-168 b,,0.0527522,4.425391,,90,2454967.56055,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.130252,Transit,2014,0.0107805
Kepler-56 b,,0.104248,10.5034294,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.342276,Transit,2011,0.0465014
Kepler-238 b,,0.0320006,2.090876,,90,2454967.2,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.15434,Transit,2014,0.0127755
Kepler-151 c,,0.165872,24.674612,,90,2454979.77073,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.186457,Transit,2014,0.0155228
Kepler-150 b,,0.0444944,3.428054,,90,2454965.36794,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.111518,Transit,2014,0.00638668
Kepler-353 b,,0.0631426,5.795278,,90,2454969.78197,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0794005,Transit,2014,0.00192504
Kepler-93 b,0.00814206,0.0534149,4.72674,0,,,1.05,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,0.134,Transit,2014,0.00814901
Kepler-281 c,,0.214705,36.337373,,90,2454993.40092,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.473726,Transit,2014,0.0938647
WASP-94 A b,0.418542,0.0532427,3.9501907,0,90,2456416.40138,45.4,Neveu-VanMalle 2014,http://adsabs.harvard.edu/abs/2014A%26A...572A..49N,Neveu-VanMalle 2014,http://adsabs.harvard.edu/abs/2014A%26A...572A..49N,1.72,Transit,2014,0.41865
Kepler-236 b,,0.0801996,8.295611,,90,2454968.79207,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.140066,Transit,2014,0.0117295
WASP-5 b,1.62047,0.0271923,1.6284229,0,90,2454373.99601,277.8,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,Anderson 2008,http://adsabs.harvard.edu/abs/2008MNRAS.387L...4A,1.14,Transit,2008,1.62423
Kepler-78 b,,0.0091466,0.35500744,,,,,Sanchis-Ojeda 2013,http://adsabs.harvard.edu/abs/2013ApJ...774...54S,Sanchis-Ojeda 2013,http://adsabs.harvard.edu/abs/2013ApJ...774...54S,0.103396,Transit,2013,0.00585
Kepler-55 f,,0.0920376,10.198545,,90,2454970.91714,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.14185,Transit,2014,0.011856
Kepler-314 c,,0.0643363,5.960392,,90,2454970.26485,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.258721,Transit,2014,0.025195
CoRoT-2 b,3.27343,0.0280884,1.7429935,0.0143,102,2454237.592,563,Gillon 2010,http://adsabs.harvard.edu/abs/2010A%26A...511A...3G,Alonso 2008,http://adsabs.harvard.edu/abs/2008A%26A...482L..21A,1.466,Transit,2008,3.27527
Kepler-187 c,,0.0946763,10.640263,,90,2455012.77393,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.238201,Transit,2014,0.0218083
Kepler-257 c,,0.0687315,6.581484,,90,2455007.78643,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.482648,Transit,2014,0.0975428
Kepler-424 c,7.03702,0.724323,223.3,0.319,,2455403.4,246,Endl 2014,http://adsabs.harvard.edu/abs/2014ApJ...795..151E,Endl 2014,http://adsabs.harvard.edu/abs/2014ApJ...795..151E,,Transit,2014,7.03702
Kepler-289 b,,0.207581,34.543901,,90,2454965.68686,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.21679,Transit,2014,0.0188614
Kepler-346 c,,0.162163,23.851549,,90,2454980.61656,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.273887,Transit,2014,0.0281036
Kepler-402 e,,0.098218,11.242861,,90,2454969.31655,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.130252,Transit,2014,0.0107805
HAT-P-20 b,7.27817,0.03616,2.875317,0.015,317,2455079.875,1246,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,0.867,Transit,2011,7.28953
Kepler-439 b,,0.594654,178.1396,0,90,2455399.3987,,Torres 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...99T,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,0.199841,Transit,2010,0.0168896
CoRoT-5 b,0.461312,0.0496334,4.0378962,0.09,231.657,2454397.67413,59.1,Rauer 2009,http://adsabs.harvard.edu/abs/2009A%26A...506..281R,Rauer 2009,http://adsabs.harvard.edu/abs/2009A%26A...506..281R,1.388,Transit,2009,0.462537
WASP-47 b,1.13635,0.0520112,4.1591399,0,90,2455764.34602,136,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,1.15,Transit,2012,1.13646
Kepler-194 d,,0.275493,52.814973,,90,2454997.90324,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.214114,Transit,2014,0.0185304
Kepler-36 b,,0.115423,13.83989,0,90,2454960.9753,,Carter 2012,http://adsabs.harvard.edu/abs/2012Sci...337..556C,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.132454,Transit,2011,0.0140379
Kepler-161 b,,0.0566234,4.921355,,90,2455007.29899,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.189134,Transit,2014,0.0157841
HAT-P-35 b,1.05305,0.0497734,3.646706,0.025,248,2455576.604,120.7,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,1.332,Transit,2012,1.05422
Kepler-253 c,,0.0925387,10.281951,,90,2455008.33982,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.236417,Transit,2014,0.0215411
Kepler-5 b,2.11222,0.0506416,3.54846,0,90,2454955.90122,227.5,Koch 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.131K,Koch 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.131K,1.431,Transit,2010,2.11663
Kepler-161 c,,0.0720527,7.06424,,90,2454968.37914,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.182889,Transit,2014,0.0151834
Kepler-331 b,,0.0812396,8.457496,,90,2454966.86954,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.16237,Transit,2014,0.013404
Kepler-28 c,,0.0768547,8.98597,0,90,2454981.7277,,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.303057,Transit,2011,0.0348081
Kepler-121 b,,0.0422983,3.177422,,90,2454967.47787,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.208761,Transit,2014,0.0178911
Kepler-412 b,0.928529,0.0295963,1.720861232,0.0038,125,2454966.187,142,Deleuil 2014,http://adsabs.harvard.edu/abs/2014arXiv1401.6811D,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,1.325,Transit,2011,0.940391
Kepler-170 c,,0.12769,16.665863,,90,2455013.20177,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.255152,Transit,2014,0.0245625
Kepler-122 b,,0.0629312,5.766193,,90,2454967.01488,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.208761,Transit,2014,0.0178911
WASP-12 b,1.34899,0.0225329,1.09142245,0.049,286,2454508.4837,226,Maciejewski 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A..65M,Hebb 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1920H,1.79,Transit,2009,1.36063
Kepler-148 b,,0.0281967,1.729366,,90,2454966.81853,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.160585,Transit,2014,0.0132614
Kepler-285 b,,0.0373252,2.633867,,90,2454967.56281,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.119547,Transit,2014,0.00809262
Kepler-333 b,,0.105697,12.551158,,90,2454970.26142,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.117763,Transit,2014,0.00769114
Kepler-370 c,,0.139463,19.02293,,90,2454972.66161,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.170399,Transit,2014,0.0140679
Kepler-111 c,,0.723521,224.784608,,90,2454975.09604,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.651262,Transit,2014,0.159251
Kepler-267 d,,0.182449,28.464515,,90,2454991.04035,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.202516,Transit,2014,0.0171819
HATS-3 b,1.07114,0.0485119,3.547851,0,90,2456155.096734,125.7,Bayliss 2013,http://adsabs.harvard.edu/abs/2013AJ....146..113B,Bayliss 2013,http://adsabs.harvard.edu/abs/2013AJ....146..113B,1.381,Transit,2013,1.0735
Kepler-101 b,,0.0450089,3.487691,,90,2455003.9,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.523686,Transit,2014,0.115399
Kepler-362 b,,0.0928099,10.327186,,90,2454972.3793,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0785083,Transit,2014,0.0018494
Kepler-301 b,,0.0361317,2.508553,,90,2454968.0101,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.120439,Transit,2014,0.00829825
Kepler-403 b,,0.0718296,7.031462,,90,2454967.45161,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.111518,Transit,2014,0.00638668
Kepler-404 c,,0.117713,14.751166,,90,2454970.1376,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.153448,Transit,2014,0.0127076
Kepler-279 b,,0.104337,12.309681,,90,2454970.68644,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.322955,Transit,2014,0.0403249
Kepler-207 d,,0.0636703,5.868075,,90,2455003.32243,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.295298,Transit,2014,0.032872
Kepler-297 c,,0.347807,74.920137,,90,2454958.0377,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.58346,Transit,2014,0.117213
Kepler-345 b,,0.0744222,7.415563,,90,2454970.81508,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0660184,Transit,2014,0.00100422
Kepler-141 c,,0.0716875,7.010606,,90,2455007.57599,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.125792,Transit,2014,0.00960182
Kepler-220 d,,0.180985,28.122397,,90,2454979.91883,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0874297,Transit,2014,0.00271267
WASP-4 b,1.22306,0.0230406,1.3382299,0,90,2454387.327787,240,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,Wilson 2008,http://adsabs.harvard.edu/abs/2008ApJ...675L.113W,1.341,Transit,2008,1.22311
Kepler-141 b,,0.041677,3.107675,,90,2454965.63058,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0615577,Transit,2014,0.000786457
Kepler-256 e,,0.0949212,10.681572,,90,2454964.55493,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.209653,Transit,2014,0.0179955
Kepler-189 b,,0.0932453,10.399931,,90,2454974.51092,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.107949,Transit,2014,0.0057099
Kepler-101 c,,0.0648349,6.029809,,90,2454965.48205,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.118655,Transit,2014,0.00789025
Kepler-81 c,,0.0885967,12.04,,,,,Xie 2013,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,0.211,Transit,2012,0.0181548
